task_id,task_name,arrival_time,execution_time,deadline,priority,cpu_req,memory_req,storage_req,data_transfer_size,task_type,dependencies,sla_critical
T2796,Task_2796,21,2,78,3,3,2046,553,487,IO-bound,"T2501,T681",True
T2797,Task_2797,13,4,21,1,1,1534,473,306,computation,T1188,True
T2798,Task_2798,19,9,87,1,4,1444,148,482,IO-bound,,True
T2799,Task_2799,24,10,64,1,2,880,170,190,computation,,False
T2800,Task_2800,42,3,49,2,4,362,743,186,computation,,True
T2801,Task_2801,47,5,63,4,3,821,689,119,computation,,False
T2802,Task_2802,42,7,37,5,2,1715,912,329,data-intensive,"T1040,T1449",True
T2803,Task_2803,16,2,59,3,3,1118,266,128,computation,"T1241,T1083",True
T2804,Task_2804,30,3,41,2,2,1531,1000,381,data-intensive,T2202,False
T2805,Task_2805,32,10,66,3,2,361,998,137,computation,T2776,False
T2806,Task_2806,36,9,42,4,3,822,763,483,IO-bound,,False
T2807,Task_2807,34,7,67,5,1,722,354,474,IO-bound,"T131,T1433",True
T2808,Task_2808,7,1,76,1,3,308,620,447,data-intensive,"T1637,T539",False
T2809,Task_2809,20,5,22,3,3,1333,531,489,computation,T995,False
T2810,Task_2810,30,8,37,3,1,1287,798,118,computation,"T995,T2449",False
T2811,Task_2811,3,6,46,4,4,1643,140,237,data-intensive,T770,True
T2812,Task_2812,3,4,87,4,1,579,922,317,IO-bound,T2464,True
T2813,Task_2813,16,4,69,1,3,751,101,470,IO-bound,,True
T2814,Task_2814,29,2,41,5,3,531,522,150,computation,"T832,T1812",False
T2815,Task_2815,4,10,94,4,1,1222,103,161,computation,"T1773,T1568",True
T2816,Task_2816,37,3,58,5,2,1679,750,323,IO-bound,"T2740,T107",False
T2817,Task_2817,45,8,80,3,1,1459,364,469,IO-bound,"T1111,T1346",True
T2818,Task_2818,37,5,93,3,1,1970,993,37,IO-bound,T2364,True
T2819,Task_2819,26,3,56,3,4,1913,538,366,data-intensive,,True
T2820,Task_2820,17,8,82,5,3,1230,707,413,computation,,True
T2821,Task_2821,3,2,55,3,1,1913,705,452,computation,,True
T2822,Task_2822,23,10,42,1,4,722,971,33,IO-bound,T12,False
T2823,Task_2823,4,2,25,3,4,482,306,253,IO-bound,,False
T2824,Task_2824,28,6,76,1,1,1647,943,460,computation,"T769,T977",False
T2825,Task_2825,25,7,75,1,3,458,375,81,computation,T952,False
T2826,Task_2826,44,8,57,4,1,1969,830,79,data-intensive,,True
T2827,Task_2827,2,8,39,4,3,1045,735,211,IO-bound,"T993,T2228",True
T2828,Task_2828,20,8,90,3,3,621,507,95,IO-bound,T1531,True
T2829,Task_2829,39,7,49,5,1,733,567,461,data-intensive,"T1524,T2477",True
T2830,Task_2830,2,5,61,5,1,920,271,413,computation,T1923,True
T2831,Task_2831,23,4,95,4,3,396,777,237,IO-bound,T944,False
T2832,Task_2832,19,2,83,1,4,919,491,378,data-intensive,"T372,T2286",False
T2833,Task_2833,9,10,58,2,4,1317,322,395,computation,T52,True
T2834,Task_2834,6,1,48,5,4,905,852,47,computation,,False
T2835,Task_2835,38,4,81,2,3,1984,238,97,computation,,False
T2836,Task_2836,3,6,83,5,3,548,538,125,computation,"T2111,T2088",True
T2837,Task_2837,27,9,30,1,2,914,610,443,computation,T2584,True
T2838,Task_2838,25,8,78,4,1,1297,644,265,computation,,False
T2839,Task_2839,14,10,56,3,2,1566,922,419,IO-bound,T1178,False
T2840,Task_2840,11,9,35,3,2,1986,726,263,data-intensive,"T625,T648",True
T2841,Task_2841,39,9,26,1,1,1957,871,375,computation,,False
T2842,Task_2842,8,7,25,4,2,443,676,126,data-intensive,"T2417,T298",True
T2843,Task_2843,40,5,79,4,1,1259,757,107,IO-bound,,False
T2844,Task_2844,2,6,51,5,4,1390,553,268,IO-bound,,False
T2845,Task_2845,26,2,52,4,4,1119,863,149,computation,"T2403,T2038",False
T2846,Task_2846,13,8,77,4,1,1942,298,110,IO-bound,"T2410,T2001",False
T2847,Task_2847,40,7,87,1,2,1081,947,265,IO-bound,,True
T2848,Task_2848,4,1,80,1,1,699,217,85,IO-bound,"T41,T2131",False
T2849,Task_2849,13,4,47,4,1,1129,828,75,IO-bound,T2337,False
T2850,Task_2850,13,5,24,3,1,1851,775,478,computation,"T1081,T1206",False
T2851,Task_2851,41,8,40,2,3,1013,530,486,data-intensive,T208,True
T2852,Task_2852,23,3,73,2,1,2047,312,249,IO-bound,T2793,True
T2853,Task_2853,41,5,44,1,3,889,453,294,computation,T840,False
T2854,Task_2854,26,10,48,1,1,1727,393,462,computation,,False
T2855,Task_2855,25,2,80,2,1,388,648,11,computation,,False
T2856,Task_2856,41,6,26,4,2,1714,388,363,data-intensive,"T2588,T1545",False
T2857,Task_2857,30,4,80,2,2,917,397,337,IO-bound,T2321,False
T2858,Task_2858,36,4,60,4,4,1654,402,112,data-intensive,"T1503,T2678",False
T2859,Task_2859,8,10,39,2,3,1835,567,147,computation,"T2115,T2073",False
T2860,Task_2860,50,10,42,4,2,1701,713,360,IO-bound,"T1787,T1502",False
T2861,Task_2861,16,5,35,2,2,1237,667,211,computation,T2666,False
T2862,Task_2862,43,6,52,4,4,1193,536,202,computation,"T207,T1643",True
T2863,Task_2863,39,2,39,2,4,1785,733,450,computation,"T2105,T1779",False
T2864,Task_2864,39,7,57,2,2,1978,288,167,IO-bound,"T1431,T233",True
T2865,Task_2865,21,6,58,3,4,1753,744,416,IO-bound,,False
T2866,Task_2866,24,5,83,3,3,1637,727,211,data-intensive,,False
T2867,Task_2867,39,7,33,2,1,1470,308,122,computation,T2445,False
T2868,Task_2868,1,5,44,5,4,1470,962,73,IO-bound,T594,True
T2869,Task_2869,13,9,25,3,2,1196,614,421,computation,,False
T2870,Task_2870,44,3,95,2,4,979,338,33,IO-bound,,True
T2871,Task_2871,42,3,49,1,3,825,296,91,IO-bound,"T1432,T1988",True
T2872,Task_2872,39,8,75,1,2,1962,990,175,IO-bound,"T1464,T1648",True
T2873,Task_2873,40,3,81,1,1,1559,246,235,data-intensive,"T340,T278",False
T2874,Task_2874,20,8,62,4,4,1380,680,28,computation,T190,False
T2875,Task_2875,7,2,42,1,1,1126,918,383,computation,"T1098,T1739",False
T2876,Task_2876,40,3,24,4,4,1795,255,366,computation,,True
T2877,Task_2877,16,5,38,5,4,964,157,180,data-intensive,,True
T2878,Task_2878,22,2,65,3,2,1036,107,279,IO-bound,,False
T2879,Task_2879,16,7,77,3,3,1181,909,130,IO-bound,,True
T2880,Task_2880,33,1,87,4,2,738,996,173,IO-bound,"T1302,T2095",False
T2881,Task_2881,19,1,74,5,3,842,225,23,data-intensive,T922,True
T2882,Task_2882,47,1,24,1,2,1310,254,24,computation,"T1775,T2512",True
T2883,Task_2883,23,5,22,2,4,382,341,407,data-intensive,"T179,T864",True
T2884,Task_2884,42,7,86,1,3,483,659,314,data-intensive,T1725,False
T2885,Task_2885,9,6,46,3,3,1807,477,169,IO-bound,,False
T2886,Task_2886,18,10,46,1,2,1645,184,69,data-intensive,,False
T2887,Task_2887,38,2,36,1,1,1007,366,15,computation,,False
T2888,Task_2888,45,2,74,3,1,1705,745,94,data-intensive,"T1938,T1352",True
T2889,Task_2889,13,4,27,4,1,1873,694,423,data-intensive,,False
T2890,Task_2890,43,7,100,1,4,1550,802,253,computation,T2443,False
T2891,Task_2891,42,5,34,2,2,1727,733,483,data-intensive,,True
T2892,Task_2892,31,3,86,4,3,1498,961,106,data-intensive,,True
T2893,Task_2893,44,6,69,5,2,1429,532,44,computation,,True
T2894,Task_2894,5,1,46,2,3,1102,491,147,data-intensive,T1114,True
T2895,Task_2895,28,9,98,2,4,774,275,49,IO-bound,T2171,False
T2896,Task_2896,46,3,59,1,1,707,701,24,computation,T2539,False
T2897,Task_2897,35,4,60,3,3,751,840,410,IO-bound,,True
T2898,Task_2898,20,4,24,1,3,1903,172,387,computation,T2709,False
T2899,Task_2899,23,8,65,3,1,2009,150,332,data-intensive,,False
T2900,Task_2900,40,8,78,2,1,844,513,157,data-intensive,,True
T2901,Task_2901,13,9,23,3,3,760,691,276,data-intensive,"T1500,T2740",True
T2902,Task_2902,48,4,97,1,1,1294,857,236,IO-bound,T2351,True
T2903,Task_2903,27,4,44,3,4,1575,688,2,data-intensive,"T1022,T1251",True
T2904,Task_2904,46,9,54,5,3,298,308,177,IO-bound,"T1972,T1538",True
T2905,Task_2905,6,2,34,2,1,770,833,158,computation,,False
T2906,Task_2906,39,4,42,2,3,810,244,418,IO-bound,T1453,True
T2907,Task_2907,33,6,49,4,3,1990,496,216,data-intensive,"T903,T535",True
T2908,Task_2908,23,4,22,3,4,1031,569,256,data-intensive,T1806,True
T2909,Task_2909,35,5,53,5,2,1334,554,33,data-intensive,T1928,False
T2910,Task_2910,27,3,27,3,2,936,463,71,computation,T623,False
T2911,Task_2911,15,9,77,2,4,844,901,227,data-intensive,T2379,False
T2912,Task_2912,43,5,96,1,2,574,449,25,computation,T1253,True
T2913,Task_2913,46,2,75,4,3,1714,265,119,IO-bound,"T2582,T2113",False
T2914,Task_2914,25,9,55,4,3,802,315,320,IO-bound,,False
T2915,Task_2915,1,3,89,4,3,1017,882,314,IO-bound,"T1832,T2225",False
T2916,Task_2916,2,8,44,2,3,1634,821,54,IO-bound,T1613,False
T2917,Task_2917,15,6,68,3,2,1379,760,0,IO-bound,,False
T2918,Task_2918,32,7,94,4,1,759,299,385,computation,"T2726,T1697",False
T2919,Task_2919,46,5,66,4,3,1586,659,418,data-intensive,T1212,True
T2920,Task_2920,15,7,80,5,4,1614,298,252,computation,T1249,False
T2921,Task_2921,21,10,85,3,2,671,190,301,IO-bound,,True
T2922,Task_2922,24,2,80,1,1,1538,686,71,computation,,False
T2923,Task_2923,47,4,38,5,1,1321,813,261,computation,"T2269,T943",True
T2924,Task_2924,23,7,89,3,3,1063,288,162,computation,T2366,True
T2925,Task_2925,27,5,35,2,4,1571,276,449,computation,T862,False
T2926,Task_2926,2,4,26,1,4,1955,799,447,IO-bound,T723,True
T2927,Task_2927,35,1,90,2,2,278,195,495,IO-bound,T1895,True
T2928,Task_2928,19,10,81,1,3,1330,526,248,IO-bound,"T1090,T877",True
T2929,Task_2929,5,6,36,1,2,1698,968,147,computation,"T1738,T1148",False
T2930,Task_2930,50,1,85,5,4,1667,429,16,data-intensive,T1908,False
T2931,Task_2931,15,9,22,3,4,1020,885,433,IO-bound,"T1736,T837",True
T2932,Task_2932,10,1,69,3,4,1154,262,269,computation,,False
T2933,Task_2933,38,2,40,1,3,862,751,258,data-intensive,,True
T2934,Task_2934,17,4,55,5,4,1826,977,248,computation,"T655,T2495",True
T2935,Task_2935,16,4,45,4,4,2011,938,380,computation,"T449,T1809",False
T2936,Task_2936,17,5,74,5,1,1311,112,385,IO-bound,,True
T2937,Task_2937,14,1,23,3,3,1517,356,446,computation,"T1618,T325",False
T2938,Task_2938,20,6,26,2,4,449,408,178,data-intensive,T1762,True
T2939,Task_2939,20,6,52,2,4,1166,697,99,data-intensive,"T2567,T1798",False
T2940,Task_2940,27,10,94,4,1,409,231,365,IO-bound,"T1745,T2041",True
T2941,Task_2941,2,5,43,1,4,1853,271,307,data-intensive,"T1424,T1426",False
T2942,Task_2942,26,3,71,3,2,1266,423,136,IO-bound,"T495,T2428",True
T2943,Task_2943,16,6,34,5,3,1462,749,444,data-intensive,,False
T2944,Task_2944,8,5,40,4,4,1802,195,318,computation,"T2771,T1429",False
T2945,Task_2945,41,10,55,3,2,440,453,414,computation,,True
T2946,Task_2946,12,7,23,5,2,1402,338,51,data-intensive,T489,False
T2947,Task_2947,15,1,66,3,4,672,449,147,IO-bound,T2386,False
T2948,Task_2948,50,6,53,2,4,919,156,172,IO-bound,"T966,T1676",False
T2949,Task_2949,5,9,80,1,1,1053,245,481,IO-bound,"T1478,T1211",True
T2950,Task_2950,21,10,56,1,3,1526,122,459,computation,,False
T2951,Task_2951,19,9,43,5,1,1189,913,105,data-intensive,,True
T2952,Task_2952,24,1,75,3,3,1802,916,310,data-intensive,T2232,True
T2953,Task_2953,41,10,41,5,1,993,894,299,computation,,False
T2954,Task_2954,6,3,86,4,2,1925,810,312,data-intensive,T2532,True
T2955,Task_2955,45,3,91,2,3,522,214,186,computation,T2314,True
T2956,Task_2956,30,7,32,4,3,318,601,117,data-intensive,,False
T2957,Task_2957,42,2,86,3,2,1446,139,310,computation,,False
T2958,Task_2958,49,7,72,4,1,277,881,335,computation,T2081,False
T2959,Task_2959,3,7,78,3,1,1847,539,318,computation,"T395,T1967",True
T2960,Task_2960,1,7,94,4,4,1274,326,122,computation,T2385,False
T2961,Task_2961,50,6,45,4,1,404,940,246,computation,,False
T2962,Task_2962,21,3,35,2,2,1422,969,475,IO-bound,,True
T2963,Task_2963,17,7,65,4,3,428,900,308,computation,,False
T2964,Task_2964,5,2,25,4,3,881,660,250,data-intensive,T2235,False
T2965,Task_2965,0,8,30,2,3,1498,954,138,IO-bound,"T742,T394",False
T2966,Task_2966,14,3,59,4,2,1854,984,9,computation,"T1469,T190",False
T2967,Task_2967,9,8,62,2,2,1853,163,331,computation,T1489,False
T2968,Task_2968,48,4,83,3,1,1052,492,95,data-intensive,,True
T2969,Task_2969,44,3,99,4,4,1844,357,328,data-intensive,,False
T2970,Task_2970,30,6,52,1,4,734,866,48,data-intensive,T2475,True
T2971,Task_2971,35,2,57,3,2,1551,851,475,data-intensive,T2716,True
T2972,Task_2972,28,3,46,3,2,1702,588,488,IO-bound,T2415,False
T2973,Task_2973,11,10,100,2,1,916,598,328,IO-bound,,True
T2974,Task_2974,16,8,60,2,2,563,313,487,data-intensive,"T2025,T1431",False
T2975,Task_2975,20,6,23,4,2,1039,163,470,IO-bound,"T1472,T1522",False
T2976,Task_2976,36,8,89,3,1,290,187,44,IO-bound,T2455,True
T2977,Task_2977,16,3,80,1,1,675,354,308,data-intensive,"T1846,T505",False
T2978,Task_2978,50,2,25,4,2,1352,992,470,computation,"T208,T2256",False
T2979,Task_2979,10,8,96,4,4,788,220,127,computation,"T602,T974",True
T2980,Task_2980,17,6,20,1,1,1965,574,55,IO-bound,,True
T2981,Task_2981,47,3,45,1,3,1936,983,403,IO-bound,T2735,False
T2982,Task_2982,16,8,85,1,3,605,252,273,computation,,False
T2983,Task_2983,33,6,84,2,4,337,103,54,computation,T696,True
T2984,Task_2984,31,2,52,4,1,1301,832,420,computation,T1963,False
T2985,Task_2985,20,3,62,4,3,1319,708,215,computation,"T1354,T2600",False
T2986,Task_2986,46,6,97,3,1,955,187,268,computation,T1395,False
T2987,Task_2987,30,5,39,2,4,1402,856,468,computation,T1089,True
T2988,Task_2988,50,8,57,3,4,1651,338,282,IO-bound,,False
T2989,Task_2989,47,3,47,1,4,1906,795,425,data-intensive,,True
T2990,Task_2990,29,4,94,2,1,1497,369,306,data-intensive,"T1006,T607",False
T2991,Task_2991,1,4,26,1,1,1773,805,137,IO-bound,,True
T2992,Task_2992,13,8,83,4,4,571,466,33,data-intensive,T2001,False
T2993,Task_2993,15,2,70,1,3,1717,827,268,computation,T2187,True
T2994,Task_2994,42,2,34,2,2,618,597,386,computation,T1943,True
T2995,Task_2995,12,6,34,4,2,1455,466,178,computation,"T52,T2708",False
T2996,Task_2996,31,9,72,2,1,587,696,219,data-intensive,"T2614,T930",True
T2997,Task_2997,28,3,57,2,4,1726,536,462,data-intensive,T2531,False
T2998,Task_2998,8,2,40,1,4,446,735,456,IO-bound,"T2831,T317",False
T2999,Task_2999,49,8,72,3,4,1286,753,478,IO-bound,"T753,T1558",False
T3000,Task_3000,32,4,29,5,4,670,117,76,computation,,False
T3001,Task_3001,36,10,58,1,1,1856,363,383,computation,"T74,T1650",True
T3002,Task_3002,12,9,47,2,4,1537,639,338,IO-bound,,True
T3003,Task_3003,12,2,32,4,1,706,974,113,IO-bound,"T302,T2877",True
T3004,Task_3004,13,1,100,1,4,999,510,143,IO-bound,T2198,True
T3005,Task_3005,37,3,26,4,4,1010,330,376,IO-bound,T689,False
T3006,Task_3006,49,4,75,3,3,980,417,397,data-intensive,,False
T3007,Task_3007,11,1,41,2,1,1353,727,93,data-intensive,,True
T3008,Task_3008,33,4,79,3,2,1974,592,152,IO-bound,T2457,False
T3009,Task_3009,44,6,77,5,2,1420,554,347,data-intensive,,False
T3010,Task_3010,30,5,71,1,2,1804,844,54,computation,,False
T3011,Task_3011,50,8,34,3,1,808,105,347,computation,T60,True
T3012,Task_3012,47,5,54,1,4,1404,922,389,computation,,False
T3013,Task_3013,42,5,49,1,4,1600,568,413,data-intensive,"T2751,T588",False
T3014,Task_3014,3,10,23,3,1,1744,992,64,data-intensive,"T213,T2151",False
T3015,Task_3015,4,6,81,1,3,1674,505,165,data-intensive,"T569,T2985",True
T3016,Task_3016,27,6,29,1,1,1884,406,109,data-intensive,"T2245,T1657",True
T3017,Task_3017,42,8,95,5,4,899,848,499,IO-bound,T2601,True
T3018,Task_3018,35,8,78,4,3,951,675,325,IO-bound,T2877,True
T3019,Task_3019,3,2,83,5,2,1032,837,453,IO-bound,T2470,True
T3020,Task_3020,30,6,84,3,4,647,579,459,data-intensive,,True
T3021,Task_3021,49,4,92,3,2,576,818,272,data-intensive,T658,True
T3022,Task_3022,35,3,32,4,2,1873,845,12,IO-bound,T2763,False
T3023,Task_3023,45,10,58,4,3,1454,301,214,computation,,False
T3024,Task_3024,34,8,91,1,4,1324,231,263,IO-bound,,True
T3025,Task_3025,25,6,62,4,4,1776,355,283,data-intensive,T549,True
T3026,Task_3026,4,4,98,1,3,1015,157,335,data-intensive,,False
T3027,Task_3027,34,9,30,2,1,1392,101,273,IO-bound,"T929,T569",False
T3028,Task_3028,43,8,46,5,4,1859,667,440,computation,"T2895,T969",True
T3029,Task_3029,22,10,92,1,4,278,952,18,data-intensive,,True
T3030,Task_3030,42,4,37,5,4,1071,292,171,computation,"T2049,T1844",True
T3031,Task_3031,25,9,91,1,3,1778,668,50,IO-bound,T1638,True
T3032,Task_3032,39,3,37,3,2,745,469,68,computation,"T300,T1256",True
T3033,Task_3033,41,4,74,4,2,1462,388,437,IO-bound,,False
T3034,Task_3034,17,2,23,4,4,355,569,489,computation,T1748,False
T3035,Task_3035,32,4,70,1,3,1485,747,195,IO-bound,T1972,True
T3036,Task_3036,6,4,25,4,3,1345,705,488,computation,"T2820,T262",False
T3037,Task_3037,50,7,75,2,3,1808,356,68,IO-bound,"T734,T102",False
T3038,Task_3038,16,2,36,2,3,1708,152,413,data-intensive,,False
T3039,Task_3039,15,8,40,4,4,303,756,4,computation,T2090,True
T3040,Task_3040,23,6,25,5,1,1559,558,82,computation,T2472,True
T3041,Task_3041,18,8,65,3,1,805,167,274,data-intensive,,True
T3042,Task_3042,26,9,24,5,3,288,590,270,IO-bound,T2401,True
T3043,Task_3043,6,4,30,5,2,359,512,316,data-intensive,T1180,False
T3044,Task_3044,16,5,66,2,3,973,952,82,IO-bound,T647,True
T3045,Task_3045,28,4,84,3,4,648,574,432,computation,T2542,False
T3046,Task_3046,29,8,64,2,1,644,759,406,computation,T1572,False
T3047,Task_3047,32,6,21,5,4,1438,888,239,data-intensive,,True
T3048,Task_3048,37,4,91,4,4,332,908,107,data-intensive,"T862,T114",True
T3049,Task_3049,5,10,25,4,2,470,675,258,data-intensive,"T2212,T2010",True
T3050,Task_3050,45,6,100,1,1,1676,442,71,data-intensive,,False
T3051,Task_3051,10,3,43,4,1,593,389,475,IO-bound,"T2676,T2615",True
T3052,Task_3052,45,7,33,1,3,970,332,384,data-intensive,T436,False
T3053,Task_3053,17,9,51,4,2,560,749,117,computation,"T308,T633",False
T3054,Task_3054,42,3,99,5,3,766,171,417,IO-bound,,True
T3055,Task_3055,8,2,92,5,2,1393,419,495,data-intensive,T1627,True
T3056,Task_3056,47,9,95,4,4,559,910,452,computation,,False
T3057,Task_3057,50,5,70,5,3,1495,751,139,data-intensive,T25,False
T3058,Task_3058,8,4,39,3,3,1405,946,28,computation,T700,False
T3059,Task_3059,27,4,47,5,1,1621,280,353,IO-bound,T2617,False
T3060,Task_3060,13,7,81,2,3,1861,734,310,IO-bound,,True
T3061,Task_3061,23,6,44,4,3,797,805,262,data-intensive,,True
T3062,Task_3062,47,5,95,3,3,1111,543,176,IO-bound,,False
T3063,Task_3063,27,6,87,1,3,1752,777,490,IO-bound,T465,True
T3064,Task_3064,5,6,45,4,3,516,601,431,computation,"T1413,T602",True
T3065,Task_3065,8,2,28,5,1,492,674,16,IO-bound,,True
T3066,Task_3066,41,10,89,3,4,1649,303,294,data-intensive,,True
T3067,Task_3067,38,1,25,2,3,1620,847,159,IO-bound,"T497,T2592",False
T3068,Task_3068,47,3,72,3,3,1363,118,268,computation,T555,False
T3069,Task_3069,5,3,82,4,4,1822,679,422,data-intensive,T1999,False
T3070,Task_3070,43,8,90,5,3,1533,869,138,computation,"T2468,T951",True
T3071,Task_3071,50,2,45,5,2,1116,951,47,computation,"T915,T2835",False
T3072,Task_3072,5,6,97,2,4,784,314,382,data-intensive,T1784,True
T3073,Task_3073,36,7,52,3,4,2032,164,256,computation,,False
T3074,Task_3074,38,8,54,3,3,1058,185,208,computation,,False
T3075,Task_3075,9,8,74,3,4,969,369,470,data-intensive,"T2327,T93",False
T3076,Task_3076,14,4,67,1,1,666,400,477,computation,,True
T3077,Task_3077,24,1,45,3,2,535,874,74,IO-bound,"T794,T2084",False
T3078,Task_3078,17,8,73,2,2,765,910,21,data-intensive,T2341,True
T3079,Task_3079,35,9,33,2,4,1836,985,430,computation,T2420,False
T3080,Task_3080,22,10,23,2,3,1979,500,417,data-intensive,T1416,True
T3081,Task_3081,27,8,32,1,2,1417,868,277,computation,T2629,True
T3082,Task_3082,34,7,96,1,2,1022,288,352,computation,T2821,True
T3083,Task_3083,27,6,47,4,4,1915,741,378,computation,"T2561,T759",True
T3084,Task_3084,42,3,97,4,1,1178,175,346,IO-bound,,False
T3085,Task_3085,20,3,75,1,3,1972,983,61,IO-bound,,True
T3086,Task_3086,1,7,65,4,2,1400,655,373,IO-bound,,False
T3087,Task_3087,48,10,90,4,1,1320,534,340,IO-bound,"T2927,T1665",True
T3088,Task_3088,37,6,54,3,4,524,766,44,computation,,False
T3089,Task_3089,31,4,26,4,1,1555,980,450,computation,"T1700,T2355",True
T3090,Task_3090,30,2,60,1,3,1672,526,177,IO-bound,T263,False
T3091,Task_3091,7,4,32,4,4,1456,698,193,IO-bound,T2612,False
T3092,Task_3092,23,6,26,5,1,1358,521,116,data-intensive,,True
T3093,Task_3093,16,4,94,4,4,457,392,292,computation,,False
T3094,Task_3094,16,8,70,5,4,282,844,14,IO-bound,,True
T3095,Task_3095,48,5,66,1,2,1634,237,421,data-intensive,"T279,T717",False
T3096,Task_3096,40,4,22,3,4,647,559,374,computation,T8,True
T3097,Task_3097,13,2,47,2,4,542,699,469,IO-bound,T361,False
T3098,Task_3098,21,4,49,5,1,479,964,299,IO-bound,T1974,True
T3099,Task_3099,41,9,48,4,3,821,858,236,computation,"T2167,T1435",False
T3100,Task_3100,27,7,90,5,1,1390,886,386,computation,"T304,T548",True
T3101,Task_3101,45,7,36,4,1,1278,457,355,computation,"T347,T2667",True
T3102,Task_3102,29,3,55,5,4,1487,271,379,computation,"T720,T2266",False
T3103,Task_3103,39,2,59,3,1,487,689,180,data-intensive,"T750,T2196",True
T3104,Task_3104,50,3,96,5,4,1837,915,200,IO-bound,,False
T3105,Task_3105,44,1,62,5,4,2027,802,349,IO-bound,T48,False
T3106,Task_3106,30,6,23,3,4,721,107,307,computation,,True
T3107,Task_3107,7,8,20,2,3,1375,870,350,IO-bound,"T2427,T2106",True
T3108,Task_3108,14,9,46,4,4,337,653,115,IO-bound,T1887,False
T3109,Task_3109,38,2,98,2,3,1332,791,39,data-intensive,,False
T3110,Task_3110,9,1,70,5,4,720,803,204,IO-bound,,False
T3111,Task_3111,7,9,49,2,3,762,763,217,data-intensive,,False
T3112,Task_3112,38,4,39,5,1,1128,882,410,data-intensive,,True
T3113,Task_3113,12,3,78,5,4,1251,963,117,IO-bound,"T1447,T2958",True
T3114,Task_3114,0,2,22,5,3,1748,175,156,data-intensive,T2957,False
T3115,Task_3115,14,7,48,3,3,857,712,98,IO-bound,T2135,True
T3116,Task_3116,24,1,54,3,3,1797,633,181,IO-bound,"T1165,T2949",True
T3117,Task_3117,21,7,55,3,2,1362,228,481,IO-bound,,False
